id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
513,33,40.0,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2341,1.9983
514,194,80.0,0.3125,0.6875,0.0,6.282,6.282,23.8637,90.0145,90.0009,119.9984,0.2761,2.3553
515,12,20.0,0.875,0.0,0.125,11.9897,2.9951,5.8262,89.9991,104.3267,90.0002,0.1117,3.4832
516,206,80.0,0.0,0.9375,0.0625,9.4591,9.4591,9.4586,90.0059,90.005,89.9929,0.0968,2.0388
517,12,80.0,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,0.0877,2.276
518,12,20.0,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.3581,1.2158
519,227,40.0,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,0.3025,0.347
520,227,40.0,0.25,0.5625,0.1875,5.9804,5.9801,14.6404,89.992,90.0062,119.9968,0.28,0.8459
521,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1086,3.3472
522,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2893,2.7956
523,206,80.0,0.875,0.0,0.125,9.1479,9.1472,9.1475,90.002,90.0031,89.9993,0.1892,3.7532
524,227,40.0,0.125,0.375,0.5,10.0111,5.8192,14.4072,91.3856,91.6101,30.6656,0.1752,1.4297
525,227,40.0,0.0,0.625,0.375,10.5393,6.108,15.054,91.1292,91.3132,30.3709,0.3002,0.7521
526,12,80.0,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.1102,1.6981
527,206,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1996,2.5708
528,227,40.0,0.0625,0.625,0.3125,10.4498,6.0554,14.9233,91.069,91.2431,30.3593,0.2529,0.6862
529,206,80.0,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2437,3.0406
530,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1343,1.5739
531,33,80.0,0.875,0.0,0.125,9.974,8.5565,9.1881,90.0055,90.0021,90.001,0.1173,3.7216
532,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0293,4.737
533,167,30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.2324,3.0859
534,227,40.0,0.3125,0.375,0.3125,10.3492,5.9826,14.4464,83.7426,82.7531,30.6289,0.3341,0.9384
535,12,80.0,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1912,1.4875
536,227,40.0,0.5,0.3125,0.1875,5.946,5.9452,14.0743,90.0162,90.0019,120.0028,0.3868,1.3441
537,194,80.0,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.4021,1.2398
538,12,80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.217,89.9998,104.9005,90.0001,0.1576,1.8893
539,227,40.0,0.875,0.0,0.125,5.8037,5.8031,13.8023,90.0112,90.0018,120.003,0.314,2.4319
540,33,80.0,0.625,0.0312,0.3438,10.3335,8.8397,9.4691,90.004,90.0011,90.0007,0.2876,2.27
541,206,80.0,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.1171,0.9818
542,33,40.0,0.1875,0.8125,0.0,5.0784,8.7257,9.3445,89.9983,90.002,90.002,0.0512,2.4337
543,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0467,3.7759
544,206,80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2361,2.013
545,194,80.0,0.9688,0.0312,0.0,6.0828,6.0824,23.3707,90.0062,90.0015,120.0065,0.2093,3.9989
546,194,80.0,0.4375,0.3438,0.2188,6.404,6.4037,24.0508,90.0141,90.0052,119.9964,0.3125,1.9965
547,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.071,3.418
548,227,40.0,0.0,0.3125,0.6875,10.9115,6.2611,15.6692,100.0943,98.579,30.3028,0.3115,0.4947
549,194,80.0,0.7188,0.0312,0.25,6.3412,6.3408,23.8796,90.0127,90.0129,119.9989,0.4627,1.8253
550,227,40.0,0.75,0.0,0.25,5.8872,5.8869,14.3978,89.9955,90.0055,119.9949,0.4829,0.7197
551,12,80.0,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.0549,1.6532
552,12,80.0,0.3125,0.2812,0.4062,24.4896,6.3075,6.2297,89.9999,104.8792,90.0001,0.1966,1.4785
553,206,80.0,0.6875,0.0,0.3125,9.3927,9.3921,9.3925,90.0014,90.0024,89.9993,0.2544,2.6774
554,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1875,2.5623
555,194,80.0,0.0312,0.7188,0.25,6.5589,6.5588,24.3969,89.997,90.0037,119.9912,0.1472,1.5702
556,227,40.0,0.6875,0.3125,0.0,9.908,5.7064,14.0184,92.8796,92.5517,30.141,0.075,2.7233
557,206,80.0,0.9062,0.0625,0.0312,9.0517,9.0509,9.0513,90.0025,90.0036,89.9989,0.1113,4.375
558,194,80.0,0.2188,0.75,0.0312,6.3356,6.3356,23.9744,90.0099,90.003,119.9967,0.2375,2.16
559,167,60.0,0.75,0.25,0.0,9.7481,4.8738,13.2515,89.9879,90.0131,120.0014,0.0367,4.5109
560,227,40.0,0.6875,0.0,0.3125,10.2489,5.913,14.3852,93.2588,93.7297,29.9407,0.4572,1.6208
561,167,60.0,0.8333,0.0,0.1667,9.8796,4.9396,13.3968,89.9871,90.0137,120.0018,0.1434,3.8698
562,12,80.0,0.6562,0.3438,0.0,24.2396,5.9824,5.7428,89.9993,103.8918,90.0002,0.0366,3.1679
563,33,80.0,0.6562,0.0938,0.25,10.2149,8.7486,9.3777,90.0039,90.0015,90.0009,0.2226,2.5809
564,227,40.0,0.4375,0.5625,0.0,9.7033,5.6831,14.3978,96.9425,98.1463,31.3835,0.0911,2.408
565,33,80.0,0.0625,0.8125,0.125,10.3539,8.8804,9.4982,89.9975,90.0012,90.0013,0.0905,1.9307
566,227,40.0,0.6875,0.0,0.3125,5.9807,5.9793,14.5967,90.0786,88.085,120.0477,0.3684,1.8531
567,227,40.0,0.625,0.375,0.0,9.8961,5.7293,14.1081,90.6626,90.7688,30.275,0.0434,2.5907
568,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.2026,2.6535
569,33,40.0,0.1875,0.375,0.4375,5.321,9.0928,9.7156,90.0,89.9997,90.0004,0.2351,1.4163
570,194,80.0,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,0.324,1.6883
571,12,80.0,0.0,0.875,0.125,24.8887,6.239,6.0051,90.0002,104.0178,90.0001,0.0149,1.7593
572,206,80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.0843,2.9803
573,33,80.0,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,90.0025,90.0003,90.0006,0.2699,1.8454
574,227,40.0,0.8125,0.0625,0.125,9.665,5.6613,14.3634,99.1028,100.6816,31.3967,0.1974,2.6277
575,206,80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1033,3.0275
576,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0633,3.7185
577,194,80.0,0.5625,0.1875,0.25,6.3884,6.3881,23.997,90.0148,90.0084,119.9972,0.367,1.4577
578,227,40.0,0.625,0.375,0.0,9.8219,5.7031,14.0841,91.0851,91.2585,30.5595,0.084,2.9567
579,33,80.0,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2363,1.9785
580,167,60.0,0.5833,0.0833,0.3333,10.1762,5.0878,13.7084,89.9916,90.0089,120.0015,0.218,2.7698
581,33,40.0,0.75,0.25,0.0,4.9469,8.5014,9.1298,90.0038,90.0023,90.0015,0.0381,3.7349
582,227,40.0,0.5625,0.4375,0.0,9.8456,5.7176,14.1244,91.1235,91.3033,30.573,0.2209,2.1633
583,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0617,3.7029
584,194,80.0,0.5625,0.4375,0.0,6.2031,6.203,23.6756,90.0189,89.9981,120.0017,0.2688,2.8816
585,12,80.0,0.0938,0.5,0.4062,24.717,6.3698,6.2742,90.0001,104.8049,90.0001,0.187,1.2023
586,206,80.0,0.0,1.0,0.0,9.4037,9.4037,9.4031,90.0064,90.0054,89.9925,0.076,2.2528
587,194,80.0,0.5312,0.4375,0.0312,6.2359,6.2358,23.7393,90.018,89.9996,120.0007,0.2638,1.7633
588,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.0926,3.001
589,33,80.0,0.7188,0.0938,0.1875,10.1164,8.6712,9.3008,90.0043,90.0018,90.001,0.2065,2.8048
590,167,30.0,0.25,0.4167,0.3333,5.1706,5.1702,13.8746,89.9967,90.0036,120.0008,0.1594,2.0645
591,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0459,0.9844
592,227,40.0,0.6875,0.3125,0.0,9.7983,5.6886,14.0437,91.0466,91.2135,30.5459,0.2081,2.2182
593,206,80.0,0.4062,0.2812,0.3125,9.5105,9.5102,9.5103,90.0026,90.0029,89.9974,0.211,2.2321
594,194,80.0,0.9062,0.0312,0.0625,6.1471,6.1467,23.4979,90.0081,90.0057,120.0045,0.3637,3.3453
595,194,80.0,0.7812,0.0938,0.125,6.2299,6.2296,23.672,90.0122,90.0074,120.0018,0.2883,1.8019
596,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.998,120.0028,0.2041,3.0532
597,33,40.0,0.0625,0.25,0.6875,5.4889,9.3524,9.9755,89.9996,89.9978,90.0001,0.2476,0.9809
598,33,80.0,0.5,0.1562,0.3438,10.392,8.8895,9.5168,90.0028,90.0008,90.0007,0.2644,2.149
599,206,80.0,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.002,90.0018,89.9973,0.1025,1.0775
600,206,80.0,0.0,0.875,0.125,9.5145,9.5145,9.514,90.0055,90.0046,89.9933,0.1127,1.8821
601,194,80.0,0.8125,0.1875,0.0,6.1279,6.1276,23.4879,90.0142,89.999,120.0047,0.2456,3.4881
602,167,30.0,0.0,0.9167,0.0833,5.103,5.1024,13.719,90.0007,90.0004,119.9999,0.1041,2.1723
603,33,80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2227,1.9743
604,227,40.0,0.3125,0.5625,0.125,10.1548,5.8818,14.4908,90.8607,91.0004,30.3176,0.2315,2.0527
605,12,80.0,0.5312,0.4688,0.0,24.3695,6.018,5.7684,89.9995,103.8469,90.0002,0.0379,2.9921
606,227,40.0,0.0,0.125,0.875,6.5058,6.5058,15.6882,89.9985,89.991,119.9911,0.3342,0.0267
607,12,20.0,0.125,0.75,0.125,12.3794,3.1017,5.9795,90.0,104.0611,90.0001,0.1321,1.699
608,12,20.0,0.25,0.25,0.5,12.2649,3.1889,6.3388,90.0,105.0943,90.0001,0.2063,1.5596
609,194,80.0,0.375,0.4375,0.1875,6.4006,6.4004,24.0576,90.0131,90.0039,119.9961,0.234,2.0953
610,33,40.0,0.1875,0.125,0.6875,5.4597,9.3026,9.9277,90.0009,89.9982,90.0003,0.2417,1.1181
611,33,80.0,0.125,0.125,0.75,11.0179,9.38,10.0046,90.0004,89.9976,90.0002,0.2186,1.0021
612,227,40.0,0.4375,0.5625,0.0,10.0463,5.7672,14.2585,94.2984,93.5832,30.1116,0.1185,2.3298
613,227,40.0,0.5625,0.125,0.3125,6.002,6.0012,14.3698,90.0068,89.9959,119.9994,0.3761,1.2417
614,33,80.0,0.0312,0.0312,0.9375,11.2697,9.5747,10.1995,90.0001,89.9959,90.0003,0.2088,0.6522
615,227,40.0,0.1875,0.625,0.1875,10.2708,5.9501,14.662,90.9455,91.0993,30.3355,0.308,1.7309
616,227,40.0,0.25,0.4375,0.3125,6.0947,6.0937,14.3561,90.0173,90.0041,120.0027,0.3376,0.6162
617,33,80.0,0.1875,0.8125,0.0,10.1568,8.7257,9.3445,89.9983,90.002,90.002,0.0614,2.4345
618,12,80.0,0.9375,0.0625,0.0,23.9475,5.9024,5.6853,89.999,103.9942,90.0003,0.0228,4.0616
619,206,80.0,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.003,89.998,0.2287,2.5801
620,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.3184,2.4325
621,33,40.0,0.0,0.375,0.625,5.4688,9.3249,9.9463,89.9988,89.998,90.0,0.2103,0.9067
622,194,80.0,0.3438,0.0938,0.5625,6.6879,6.6874,24.5637,90.016,90.0059,119.9907,0.2809,0.9872
623,33,80.0,0.75,0.1562,0.0938,9.9978,8.5801,9.2093,90.0042,90.0021,90.0012,0.1415,3.2125
624,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.0951,3.6343
625,33,80.0,0.5625,0.1875,0.25,10.2588,8.786,9.4134,90.003,90.0014,90.0009,0.1794,2.508
626,12,20.0,0.0,0.5,0.5,12.3949,3.2244,6.3896,90.0003,105.0105,90.0,0.2161,1.0554
627,194,80.0,0.2812,0.1562,0.5625,6.7077,6.7073,24.6107,90.0142,90.0034,119.9901,0.3598,0.9376
628,194,80.0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2509,1.9226
629,194,80.0,0.4375,0.2812,0.2812,6.4502,6.4499,24.1312,90.014,90.0065,119.9954,0.1492,2.1971
630,194,80.0,0.2188,0.3438,0.4375,6.6354,6.6351,24.4969,90.0091,90.0025,119.991,0.28,0.9661
631,33,80.0,0.2812,0.2188,0.5,10.6676,9.1079,9.7329,90.0012,89.9996,90.0004,0.2249,1.3424
632,206,80.0,0.0,0.1875,0.8125,10.1241,10.1241,10.1242,90.0013,90.0012,89.9981,0.0628,1.0008
633,33,40.0,0.0,0.0,1.0,5.6768,9.6396,10.2645,89.9999,89.9953,90.0003,0.1861,0.7401
634,194,80.0,0.375,0.25,0.375,6.5393,6.5389,24.2988,90.0133,90.0064,119.9934,0.2788,1.5425
635,227,40.0,0.5,0.375,0.125,9.7756,5.7338,14.4719,97.5628,98.8855,31.5195,0.0883,2.594
636,227,40.0,0.3125,0.375,0.3125,6.0669,6.0671,14.7676,90.0088,89.9864,119.9988,0.4164,0.6846
637,194,10.0,1.0,0.0,0.0,3.037,3.0368,11.6736,90.0042,90.0021,120.0069,0.2159,4.1785
638,33,80.0,0.8438,0.0938,0.0625,9.9193,8.5165,9.147,90.0049,90.0022,90.0012,0.1206,3.792
639,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.0951,4.1075
640,194,80.0,0.2188,0.0,0.7812,6.8895,6.8889,24.9395,90.0198,89.9974,119.9873,0.2545,0.7956
641,206,80.0,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.068,0.9611
642,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0395,4.3848
643,12,20.0,0.0,0.125,0.875,12.3454,3.3294,6.7758,90.0003,105.8946,90.0,0.2019,0.8162
644,227,40.0,0.6875,0.0,0.3125,10.0978,5.8551,14.227,84.3296,83.3947,30.9286,0.3612,1.6942
645,33,80.0,0.6562,0.3125,0.0312,9.9723,8.565,9.1921,90.003,90.0022,90.0015,0.1016,3.3621
646,167,60.0,0.6667,0.1667,0.1667,9.9621,4.9808,13.4799,89.99,90.0109,120.0014,0.1466,3.475
647,33,80.0,0.4688,0.3438,0.1875,10.2333,8.7709,9.3962,90.0019,90.0015,90.001,0.1591,2.4692
648,194,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2311,3.1668
649,206,80.0,0.0625,0.0312,0.9062,10.181,10.181,10.1813,90.0006,90.0007,89.9991,0.0603,0.9605
650,194,80.0,0.0625,0.4062,0.5312,6.7557,6.7554,24.7352,90.0033,89.9972,119.9883,0.1869,0.9838
651,167,30.0,0.0,0.6667,0.3333,5.2326,5.232,13.9994,90.0004,89.9997,120.0003,0.1412,1.6933
652,206,80.0,0.0938,0.0312,0.875,10.1402,10.1401,10.1404,90.0006,90.0007,89.9991,0.0828,1.0381
653,227,40.0,0.0,0.25,0.75,6.4445,6.4436,15.0142,90.0152,90.0102,120.0011,0.2632,0.9706
654,194,80.0,0.0,0.125,0.875,7.0299,7.0293,25.2251,90.0133,89.9831,119.9847,0.1642,0.7493
655,167,30.0,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1274,1.4621
656,227,40.0,0.625,0.0625,0.3125,5.9814,5.9811,14.5814,90.0278,89.988,120.0008,0.3326,1.3726
657,194,80.0,0.0,0.5,0.5,6.7535,6.7531,24.7421,89.9985,89.9968,119.988,0.0619,1.2208
658,227,40.0,0.625,0.25,0.125,10.0543,5.79,14.2537,93.9566,93.491,30.1832,0.289,1.4616
659,206,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0908,0.9961
660,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0681,3.6805
661,167,30.0,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1168,1.0571
662,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0667,3.8663
663,33,80.0,0.0,0.5625,0.4375,10.7297,9.1675,9.7872,89.9981,89.9993,90.0002,0.0922,1.4219
664,227,40.0,0.375,0.5,0.125,5.9399,5.9389,14.0647,90.0181,90.0012,120.0035,0.1727,0.8714
665,227,40.0,0.75,0.0,0.25,5.9319,5.9307,14.4676,90.0846,88.4406,120.0513,0.3814,1.537
666,206,80.0,0.0312,0.4375,0.5312,9.8616,9.8616,9.8615,90.0027,90.0024,89.9964,0.1375,1.2057
667,167,60.0,0.8333,0.1667,0.0,9.7069,4.8532,13.2099,89.9864,90.0145,120.0016,0.0274,4.8849
668,227,40.0,0.4375,0.25,0.3125,6.0328,6.0326,14.6936,90.0209,89.9949,119.998,0.3291,1.56
669,194,80.0,0.3438,0.25,0.4062,6.5723,6.5719,24.3625,90.0129,90.0057,119.9927,0.3905,1.095
670,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0515,4.2897
671,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0737,2.9957
672,33,40.0,0.0,0.625,0.375,5.3302,9.1151,9.7342,89.9979,89.9997,90.0004,0.1373,1.3418
673,12,80.0,0.125,0.8438,0.0312,24.7835,6.151,5.8836,90.0,103.7938,90.0001,0.0437,2.0802
674,33,40.0,0.25,0.3125,0.4375,5.3064,9.0679,9.6918,90.0007,89.9999,90.0004,0.1966,1.7178
675,206,80.0,0.0,0.25,0.75,10.0687,10.0687,10.0687,90.0016,90.0015,89.9977,0.0812,1.043
676,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.0906,3.275
677,227,40.0,0.625,0.375,0.0,9.8961,5.7293,14.1081,90.6626,90.7688,30.275,0.221,2.4882
678,194,80.0,0.3125,0.0625,0.625,6.744,6.7435,24.6676,90.017,90.0043,119.9897,0.3107,0.954
679,12,80.0,0.5938,0.4062,0.0,24.3046,6.0002,5.7556,89.9994,103.8693,90.0002,0.0352,3.1663
680,194,80.0,0.2188,0.7812,0.0,6.3125,6.3125,23.9342,90.0106,90.0028,119.9972,0.1843,2.2461
681,206,80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,0.0816,1.1048
682,12,80.0,0.9375,0.0625,0.0,23.9475,5.9024,5.6853,89.999,103.9942,90.0003,0.0228,4.0611
683,33,80.0,0.625,0.1875,0.1875,10.1602,8.7086,9.3366,90.0034,90.0017,90.001,0.2,2.5963
684,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1805,1.1882
685,206,80.0,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2199,2.6423
686,227,40.0,0.375,0.3125,0.3125,10.3171,5.9767,14.7204,90.9666,91.1224,30.3317,0.2638,1.5649
687,12,80.0,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.1415,1.8135
688,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0414,4.2646
689,33,40.0,0.625,0.0,0.375,5.1841,8.8659,9.4956,90.0041,90.0009,90.0007,0.2098,2.3821
690,194,80.0,0.375,0.4375,0.1875,6.4006,6.4004,24.0576,90.0131,90.0039,119.9961,0.3625,1.3561
691,227,40.0,0.4375,0.125,0.4375,10.4397,6.009,14.8778,96.6703,95.833,30.2733,0.3254,1.6705
692,194,80.0,0.2812,0.1562,0.5625,6.7077,6.7073,24.6107,90.0142,90.0034,119.9901,0.3525,0.8236
693,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.111,3.2201
694,33,40.0,0.75,0.0,0.25,5.0856,8.7112,9.3419,90.0048,90.0016,90.0008,0.1638,3.2013
695,206,80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,0.2091,2.4276
696,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.057,3.8762
697,167,60.0,0.0,0.0833,0.9167,11.0701,5.5345,14.6534,89.9979,89.9993,120.0011,0.1007,0.9788
698,33,80.0,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.2796,1.19
699,194,80.0,0.0,0.5625,0.4375,6.7075,6.7072,24.6617,89.997,89.9988,119.9887,0.0272,1.3714
700,194,80.0,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.2236,1.5846
701,227,40.0,0.0,0.0625,0.9375,11.0797,6.4173,15.8248,83.189,82.1134,30.3232,0.3169,0.1952
702,206,80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2316,1.882
703,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.0981,3.6205
704,227,40.0,0.4375,0.125,0.4375,10.4181,6.0314,14.718,86.8722,86.3895,30.2765,0.3512,1.0097
705,194,80.0,0.0,0.7812,0.2188,6.5464,6.5463,24.3802,89.9947,90.0047,119.9912,0.1094,1.5834
706,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0687,3.2039
707,227,40.0,0.5625,0.125,0.3125,9.8456,5.7176,14.1245,91.1233,91.3032,30.573,0.2747,1.6894
708,12,80.0,0.1875,0.7812,0.0312,24.7185,6.1332,5.8708,89.9999,103.8157,90.0001,0.0323,2.2885
709,33,80.0,0.3438,0.2812,0.375,10.4997,8.978,9.603,90.0014,90.0004,90.0006,0.2499,1.8053
710,12,80.0,0.2812,0.3125,0.4062,24.5221,6.3164,6.236,89.9999,104.8685,90.0001,0.2219,1.5384
711,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.072,3.0148
712,12,80.0,0.2812,0.3438,0.375,24.5303,6.2989,6.2039,89.9999,104.7882,90.0001,0.1647,1.5402
713,12,80.0,0.0,0.9062,0.0938,24.8969,6.2215,5.9731,90.0002,103.9295,90.0001,0.0139,1.8213
714,167,30.0,0.5,0.0,0.5,5.1951,5.1948,13.9368,89.9928,90.0071,120.0015,0.2342,2.1604
715,194,80.0,0.0,0.625,0.375,6.6614,6.6612,24.5813,89.996,90.0006,119.9893,0.0505,1.3793
716,33,80.0,0.4062,0.3125,0.2812,10.3665,8.8745,9.4996,90.0016,90.001,90.0008,0.1848,2.1374
717,33,80.0,0.125,0.1875,0.6875,10.9486,9.3275,9.9516,90.0002,89.998,90.0002,0.2662,0.9903
718,12,80.0,0.125,0.5,0.375,24.6928,6.3434,6.2358,90.0001,104.735,90.0001,0.1837,1.254
719,167,60.0,0.3333,0.0,0.6667,10.6456,5.3224,14.2068,89.9948,90.0043,120.0014,0.2166,1.6363
720,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0578,3.4948
721,33,80.0,0.3125,0.3125,0.375,10.5143,8.9905,9.6149,90.0011,90.0003,90.0006,0.2107,1.8048
722,33,80.0,0.5312,0.375,0.0938,10.1001,8.6673,9.2928,90.0021,90.0019,90.0013,0.1312,2.7688
723,227,40.0,0.0,0.125,0.875,10.5242,6.244,15.2282,97.0334,98.3515,32.5666,0.2829,0.436
724,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1483,1.861
725,206,80.0,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.0945,3.9147
726,194,80.0,0.3125,0.375,0.3125,6.5129,6.5126,24.2654,90.0112,90.0046,119.9936,0.3315,1.1909
727,33,80.0,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2816,1.903
728,12,20.0,0.25,0.75,0.0,12.3309,3.049,5.826,89.9998,103.7468,90.0001,0.0261,2.3654
729,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8783
730,167,30.0,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,0.1726,2.0321
731,12,80.0,0.5938,0.4062,0.0,24.3046,6.0002,5.7556,89.9994,103.8693,90.0002,0.0414,3.0176
732,12,20.0,0.5,0.5,0.0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,0.0193,2.8478
733,167,30.0,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.255,2.0661
734,12,80.0,0.4688,0.25,0.2812,24.3602,6.1931,6.0694,89.9997,104.6073,90.0001,0.1783,2.044
735,12,80.0,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.0778,2.13
736,12,80.0,0.375,0.1562,0.4688,24.4081,6.3248,6.2812,89.9998,105.0586,90.0001,0.2623,1.4629
737,206,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1896,2.6046
738,33,40.0,0.3125,0.0,0.6875,5.4305,9.2528,9.88,90.0021,89.9985,90.0004,0.2873,1.2056
739,33,80.0,0.7812,0.125,0.0938,9.9832,8.5676,9.1974,90.0045,90.0021,90.0012,0.1434,3.2729
